Date,Temperature,Fuel_Price
5/11/2012,52.9,3.947
5/18/2012,58.42,3.899
5/25/2012,66.43,3.85
6/1/2012,66.22,3.798
6/8/2012,56.82,3.746
6/15/2012,64.73,3.683
6/22/2012,71.82,3.629
6/29/2012,64.23,3.577
7/6/2012,70.86,3.538
7/13/2012,69.19,3.561
7/20/2012,71.13,3.61
7/27/2012,69.31,3.701
8/3/2012,71.51,3.698
8/10/2012,71.12,3.772
8/17/2012,69.97,3.84
8/24/2012,64.63,3.874
8/31/2012,68.34,3.884
9/7/2012,66.74,3.921
9/14/2012,61.37,3.988
9/21/2012,56.8,4.056
9/28/2012,53.71,4.018
10/5/2012,56.65,4.027
10/12/2012,48.1,4.029
10/19/2012,47.89,4
10/26/2012,50.56,3.917
11/2/2012,51.88,3.817
11/9/2012,33.21,3.792
11/16/2012,39.49,3.754
11/23/2012,33.44,3.727
11/30/2012,28.25,3.713
12/7/2012,35.02,3.679
12/14/2012,33.4,3.639
12/21/2012,31.44,3.574
12/28/2012,22.04,3.56
1/4/2013,12.27,3.577
1/11/2013,26.3,3.595
1/18/2013,30.33,3.593
1/25/2013,12.05,3.579
2/1/2013,22.1,3.608
2/8/2013,14.94,3.755
2/15/2013,25.39,3.807
2/22/2013,20.86,3.866
3/1/2013,32.68,3.885
3/8/2013,28.49,3.868
3/15/2013,34.45,3.843
3/22/2013,23.83,3.819
3/29/2013,34.55,3.796
4/5/2013,35.96,3.772
4/12/2013,39.54,3.723
4/19/2013,46.36,3.678
4/26/2013,44.03,3.626
5/3/2013,56.61,3.601
5/10/2013,62.17,3.603
5/17/2013,51.72,3.63
5/24/2013,59.75,3.654
5/31/2013,55.99,3.668
6/7/2013,62.51,3.66
6/14/2013,58.89,3.667
6/21/2013,61.09,3.673
6/28/2013,71.56,3.673
7/5/2013,71.7,3.643
7/12/2013,72.85,3.645
7/19/2013,76.37,3.803
7/26/2013,66.54,3.879
2/5/2010,22.43,2.954
2/12/2010,25.94,2.94
2/19/2010,31.05,2.909
2/26/2010,33.98,2.91
3/5/2010,36.73,2.919
3/12/2010,42.31,2.938
3/19/2010,46.09,2.96
3/26/2010,48.87,2.963
4/2/2010,45.22,2.957
4/9/2010,62.06,2.992
4/16/2010,51.08,3.01
4/23/2010,51.07,3.021
4/30/2010,51.48,3.042
5/7/2010,66.65,3.095
5/14/2010,51.31,3.112
5/21/2010,60.44,3.096
5/28/2010,69.59,3.046
6/4/2010,71.99,3.006
6/11/2010,64.84,2.972
6/18/2010,67.17,2.942
6/25/2010,74.9,2.958
7/2/2010,71.12,2.958
7/9/2010,79.05,2.94
7/16/2010,76.56,2.933
7/23/2010,75.27,2.924
7/30/2010,75.91,2.932
8/6/2010,74.54,2.942
8/13/2010,74.17,2.923
8/20/2010,72.17,2.913
8/27/2010,67,2.885
9/3/2010,73.52,2.86
9/10/2010,67.11,2.837
9/17/2010,60.31,2.846
9/24/2010,64.3,2.837
10/1/2010,66.88,2.84
10/8/2010,54.82,2.903
10/15/2010,52.83,2.999
10/22/2010,48.69,3.049
10/29/2010,57.29,3.055
11/5/2010,42.2,3.049
11/12/2010,41.76,3.065
11/19/2010,45.63,3.138
11/26/2010,41.92,3.186
12/3/2010,37.08,3.2
12/10/2010,27.11,3.255
12/17/2010,27.99,3.301
12/24/2010,27.74,3.309
12/31/2010,25.9,3.336
1/7/2011,30.72,3.351
1/14/2011,22.41,3.367
1/21/2011,23.69,3.391
1/28/2011,17.91,3.402
2/4/2011,23.83,3.4
2/11/2011,26.51,3.416
2/18/2011,34.04,3.42
2/25/2011,26.09,3.452
3/4/2011,31.36,3.605
3/11/2011,39.51,3.752
3/18/2011,43.39,3.796
3/25/2011,36.88,3.789
4/1/2011,35.73,3.811
4/8/2011,44.7,3.895
4/15/2011,52.36,3.981
4/22/2011,46,4.061
4/29/2011,60.48,4.117
5/6/2011,55.75,4.192
5/13/2011,58.49,4.211
5/20/2011,59.84,4.202
5/27/2011,65.74,4.134
6/3/2011,73.12,4.069
6/10/2011,70.02,4.025
6/17/2011,64.34,3.989
6/24/2011,68.88,3.964
7/1/2011,70.27,3.916
7/8/2011,72.56,3.886
7/15/2011,74.43,3.915
7/22/2011,79.29,3.972
7/29/2011,74.84,4.004
8/5/2011,74.64,4.02
8/12/2011,72.52,3.995
8/19/2011,69.93,3.942
8/26/2011,69.94,3.906
9/2/2011,68.14,3.879
9/9/2011,68.32,3.93
9/16/2011,65.56,3.937
9/23/2011,60.61,3.899
9/30/2011,68,3.858
10/7/2011,53.87,3.775
10/14/2011,60.21,3.744
10/21/2011,56.6,3.757
10/28/2011,48,3.757
11/4/2011,39.87,3.738
11/11/2011,46.78,3.719
11/18/2011,48.17,3.717
11/25/2011,41.83,3.689
12/2/2011,47.21,3.666
12/9/2011,42.3,3.627
12/16/2011,36,3.611
12/23/2011,36.93,3.587
12/30/2011,33.45,3.566
1/6/2012,32.86,3.585
1/13/2012,36.5,3.666
1/20/2012,25.73,3.705
1/27/2012,31.92,3.737
2/3/2012,38.61,3.796
2/10/2012,33.82,3.826
2/17/2012,33.92,3.874
2/24/2012,37.35,3.917
3/2/2012,35.36,3.983
3/9/2012,41.5,4.021
3/16/2012,48.68,4.021
3/23/2012,59.51,4.054
3/30/2012,47.28,4.098
4/6/2012,45.25,4.143
4/13/2012,48.65,4.187
4/20/2012,61.05,4.17
4/27/2012,49.26,4.163
5/4/2012,52.14,4.124
5/11/2012,58.7,4.055
5/18/2012,63.1,4.029
5/25/2012,65.79,3.979
6/1/2012,71.79,3.915
6/8/2012,59.93,3.871
6/15/2012,68.28,3.786
6/22/2012,72.29,3.722
6/29/2012,70.4,3.667
7/6/2012,77.18,3.646
7/13/2012,75.36,3.689
7/20/2012,76.42,3.732
7/27/2012,73.62,3.82
8/3/2012,73.26,3.819
8/10/2012,75.53,3.863
8/17/2012,72.87,3.963
8/24/2012,68.13,3.997
8/31/2012,71.18,4.026
9/7/2012,72.81,4.076
9/14/2012,64.28,4.088
9/21/2012,61.25,4.203
9/28/2012,58.86,4.158
10/5/2012,60.35,4.151
10/12/2012,51.64,4.186
10/19/2012,52.59,4.153
10/26/2012,55.16,4.071
11/2/2012,52.73,3.97
11/9/2012,38.21,3.947
11/16/2012,44,3.942
11/23/2012,35.83,3.978
11/30/2012,35.7,3.966
12/7/2012,38.41,3.92
12/14/2012,37.88,3.869
12/21/2012,38.07,3.816
12/28/2012,31.85,3.785
1/4/2013,25.19,3.794
1/11/2013,32.93,3.802
1/18/2013,34.96,3.798
1/25/2013,22.23,3.78
2/1/2013,30.77,3.806
2/8/2013,24.78,3.945
2/15/2013,30.83,4.006
2/22/2013,28.04,4.045
3/1/2013,36.25,4.079
3/8/2013,34,4.045
3/15/2013,38.82,4.029
3/22/2013,31.29,3.999
3/29/2013,39.04,3.983
4/5/2013,41.09,3.954
4/12/2013,49.38,3.914
4/19/2013,51.45,3.876
4/26/2013,48.5,3.806
5/3/2013,56.72,3.775
5/10/2013,58.63,3.762
5/17/2013,56.46,3.79
5/24/2013,64.66,3.793
5/31/2013,61.54,3.808
6/7/2013,66.29,3.792
6/14/2013,63.33,3.795
6/21/2013,66.47,3.793
6/28/2013,75.87,3.8
7/5/2013,76.41,3.778
7/12/2013,77.83,3.791
7/19/2013,80.11,3.913
7/26/2013,74.01,3.951
2/5/2010,21.1,2.784
2/12/2010,19.64,2.773
2/19/2010,24.16,2.745
2/26/2010,29.16,2.754
3/5/2010,29.45,2.777
3/12/2010,40.05,2.818
3/19/2010,45,2.844
3/26/2010,45.84,2.854
4/2/2010,47.2,2.85
4/9/2010,61.36,2.869
4/16/2010,52.16,2.899
4/23/2010,46.12,2.902
4/30/2010,50.97,2.921
5/7/2010,63.67,2.966
5/14/2010,50.27,2.982
5/21/2010,57.17,2.958
5/28/2010,69.31,2.899
6/4/2010,69.22,2.847
6/11/2010,63.68,2.809
6/18/2010,69.56,2.78
6/25/2010,72.17,2.808
7/2/2010,66.42,2.815
7/9/2010,75.24,2.793
7/16/2010,73.43,2.783
7/23/2010,75.37,2.771
7/30/2010,71.99,2.781
8/6/2010,71.79,2.784
8/13/2010,72.73,2.805
8/20/2010,71.81,2.779
8/27/2010,67.15,2.755
9/3/2010,71.17,2.715
9/10/2010,61.14,2.699
9/17/2010,60.13,2.706
9/24/2010,65.06,2.713
10/1/2010,57.56,2.707
10/8/2010,48.46,2.764
10/15/2010,54.09,2.868
10/22/2010,46.73,2.917
10/29/2010,55.72,2.921
11/5/2010,38.8,2.917
11/12/2010,40.68,2.931
11/19/2010,42.72,3
11/26/2010,43.43,3.039
12/3/2010,32.41,3.046
12/10/2010,22.65,3.109
12/17/2010,21.6,3.14
12/24/2010,22.94,3.141
12/31/2010,25.89,3.179
1/7/2011,29,3.193
1/14/2011,18.3,3.205
1/21/2011,23.21,3.229
1/28/2011,18.92,3.237
2/4/2011,23.94,3.231
2/11/2011,21.18,3.239
2/18/2011,38.42,3.245
2/25/2011,28.36,3.274
3/4/2011,31.59,3.433
3/11/2011,36.73,3.582
3/18/2011,40.94,3.631
3/25/2011,38.51,3.625
4/1/2011,28.5,3.638
4/8/2011,42.11,3.72
4/15/2011,51.43,3.821
4/22/2011,45.87,3.892
4/29/2011,58.43,3.962
5/6/2011,49.5,4.046
5/13/2011,60.1,4.066
5/20/2011,56.56,4.062
5/27/2011,67.18,3.985
6/3/2011,70.69,3.922
6/10/2011,71.45,3.881
6/17/2011,63.58,3.842
6/24/2011,70.71,3.804
7/1/2011,66.61,3.748
7/8/2011,71.64,3.711
7/15/2011,72.67,3.76
7/22/2011,78.1,3.811
7/29/2011,74.72,3.829
8/5/2011,74,3.842
8/12/2011,70.93,3.812
8/19/2011,68.09,3.747
8/26/2011,66.8,3.704
9/2/2011,67.2,3.703
9/9/2011,67.51,3.738
9/16/2011,62.05,3.742
9/23/2011,60.28,3.711
9/30/2011,60.7,3.645
10/7/2011,50.82,3.583
10/14/2011,58.95,3.541
10/21/2011,50.22,3.57
10/28/2011,46.28,3.569
11/4/2011,40.88,3.551
11/11/2011,44.81,3.53
11/18/2011,46.41,3.53
11/25/2011,43.49,3.492
12/2/2011,42.85,3.452
12/9/2011,38.69,3.415
12/16/2011,33.09,3.413
12/23/2011,36.56,3.389
12/30/2011,32.42,3.389
1/6/2012,30.23,3.422
1/13/2012,34.6,3.513
1/20/2012,23.87,3.533
1/27/2012,32.24,3.567
2/3/2012,34.98,3.617
2/10/2012,32.47,3.64
2/17/2012,32.23,3.695
2/24/2012,35.51,3.739
3/2/2012,36.01,3.816
3/9/2012,37.44,3.848
3/16/2012,50.64,3.862
3/23/2012,62.7,3.9
3/30/2012,47.92,3.953
4/6/2012,44.73,3.996
4/13/2012,42.46,4.044
4/20/2012,57.1,4.027
4/27/2012,44.2,4.004
5/4/2012,58.76,3.951
5/11/2012,59.21,3.889
5/18/2012,58.21,3.848
5/25/2012,67.69,3.798
6/1/2012,69.54,3.742
6/8/2012,58.48,3.689
6/15/2012,68.34,3.62
6/22/2012,73.52,3.564
6/29/2012,69.84,3.506
7/6/2012,75.52,3.475
7/13/2012,73.87,3.523
7/20/2012,74.32,3.567
7/27/2012,72.98,3.647
8/3/2012,72.08,3.654
8/10/2012,71.93,3.722
8/17/2012,66.99,3.807
8/24/2012,64.53,3.834
8/31/2012,68.55,3.867
9/7/2012,72.79,3.911
9/14/2012,60.9,3.948
9/21/2012,57.6,4.038
9/28/2012,54.52,3.997
10/5/2012,57.58,3.985
10/12/2012,43.74,4
10/19/2012,51.93,3.969
10/26/2012,56.69,3.882
11/2/2012,40.83,3.787
11/9/2012,34.59,3.771
11/16/2012,42.75,3.75
11/23/2012,40.33,3.748
11/30/2012,31.96,3.729
12/7/2012,44.84,3.688
12/14/2012,37.79,3.637
12/21/2012,39.12,3.577
12/28/2012,27.55,3.563
1/4/2013,22.62,3.592
1/11/2013,33.27,3.611
1/18/2013,37.9,3.605
1/25/2013,18.89,3.583
2/1/2013,32.57,3.615
2/8/2013,23.08,3.753
2/15/2013,31.71,3.814
2/22/2013,23.16,3.859
3/1/2013,31.95,3.89
3/8/2013,28.79,3.86
3/15/2013,39.22,3.834
3/22/2013,28.89,3.8
3/29/2013,34.08,3.784
4/5/2013,36.75,3.763
4/12/2013,56.08,3.724
4/19/2013,56.15,3.676
4/26/2013,45.91,3.615
5/3/2013,59.39,3.592
5/10/2013,61.81,3.583
5/17/2013,54.59,3.614
5/24/2013,67.35,3.627
5/31/2013,62.98,3.646
6/7/2013,65.06,3.633
6/14/2013,65.58,3.632
6/21/2013,67.26,3.626
6/28/2013,73.84,3.639
7/5/2013,71.26,3.614
7/12/2013,72.09,3.614
7/19/2013,77.73,3.737
7/26/2013,68.72,3.804
2/5/2010,9.55,2.788
2/12/2010,18.14,2.771
2/19/2010,22.62,2.747
2/26/2010,27.32,2.753
3/5/2010,28.6,2.766
3/12/2010,31.1,2.805
3/19/2010,35.34,2.834
3/26/2010,35.26,2.831
4/2/2010,36.53,2.826
4/9/2010,50.13,2.849
4/16/2010,36.6,2.885
4/23/2010,39.68,2.895
4/30/2010,40.56,2.935
5/7/2010,54.72,2.981
5/14/2010,39.08,2.983
5/21/2010,50.81,2.961
5/28/2010,61.65,2.906
6/4/2010,58.46,2.857
6/11/2010,51.62,2.83
6/18/2010,53.62,2.805
6/25/2010,63.78,2.81
7/2/2010,58.9,2.815
7/9/2010,71.08,2.806
7/16/2010,67.66,2.796
7/23/2010,65.4,2.784
7/30/2010,63.79,2.792
8/6/2010,62.93,2.792
8/13/2010,61.58,2.81
8/20/2010,62.68,2.796
8/27/2010,57.23,2.77
9/3/2010,66.93,2.735
9/10/2010,54.82,2.717
9/17/2010,50.08,2.716
9/24/2010,52.47,2.718
10/1/2010,57.8,2.717
10/8/2010,46.81,2.776
10/15/2010,39.93,2.878
10/22/2010,36.13,2.919
10/29/2010,40.3,2.938
11/5/2010,30.51,2.938
11/12/2010,37.51,2.961
11/19/2010,36.73,3.03
11/26/2010,28.11,3.07
12/3/2010,27.73,3.065
12/10/2010,16.6,3.132
12/17/2010,20.61,3.139
12/24/2010,21.81,3.15
12/31/2010,18.73,3.177
1/7/2011,21.13,3.193
1/14/2011,16.7,3.215
1/21/2011,12.98,3.232
1/28/2011,5.54,3.243
2/4/2011,11.17,3.24
2/11/2011,15.12,3.255
2/18/2011,19.63,3.263
2/25/2011,16.3,3.281
3/4/2011,14.31,3.437
3/11/2011,28.13,3.6
3/18/2011,31.76,3.634
3/25/2011,22.99,3.624
4/1/2011,22.99,3.638
4/8/2011,29.09,3.72
4/15/2011,39.46,3.823
4/22/2011,33.81,3.919
4/29/2011,47.17,3.988
5/6/2011,45,4.078
5/13/2011,48.2,4.095
5/20/2011,48.86,4.101
5/27/2011,56.74,4.034
6/3/2011,60.49,3.973
6/10/2011,59.85,3.924
6/17/2011,54.5,3.873
6/24/2011,56.94,3.851
7/1/2011,59.89,3.815
7/8/2011,63.34,3.784
7/15/2011,64.43,3.827
7/22/2011,69.52,3.882
7/29/2011,63.32,3.898
8/5/2011,63.16,3.903
8/12/2011,62.99,3.88
8/19/2011,60.58,3.82
8/26/2011,61.1,3.796
9/2/2011,59.67,3.784
9/9/2011,60.98,3.809
9/16/2011,55.19,3.809
9/23/2011,50.72,3.758
9/30/2011,59.42,3.684
10/7/2011,46.84,3.633
10/14/2011,53.91,3.583
10/21/2011,45.23,3.618
10/28/2011,35.06,3.604
11/4/2011,31.7,3.586
11/11/2011,40.08,3.57
11/18/2011,37.78,3.571
11/25/2011,31.07,3.536
12/2/2011,36.74,3.501
12/9/2011,34.24,3.47
12/16/2011,28.24,3.445
12/23/2011,22.53,3.413
12/30/2011,18.8,3.402
1/6/2012,22.94,3.439
1/13/2012,25.55,3.523
1/20/2012,15.22,3.542
1/27/2012,24.16,3.568
2/3/2012,25.24,3.633
2/10/2012,23.89,3.655
2/17/2012,23.9,3.703
2/24/2012,28.06,3.751
3/2/2012,22.49,3.827
3/9/2012,29.03,3.876
3/16/2012,35.06,3.867
3/23/2012,49.97,3.889
3/30/2012,33.33,3.921
4/6/2012,33.35,3.957
4/13/2012,36.9,4.025
4/20/2012,50.81,4.046
4/27/2012,43.6,4.023
5/4/2012,40.29,3.991
5/11/2012,47.11,3.947
5/18/2012,52.55,3.899
5/25/2012,58.2,3.85
6/1/2012,58.51,3.798
6/8/2012,49.43,3.746
6/15/2012,57.84,3.683
6/22/2012,63.04,3.629
6/29/2012,60.71,3.577
7/6/2012,64.94,3.538
7/13/2012,64.47,3.561
7/20/2012,66.75,3.61
7/27/2012,64.12,3.701
8/3/2012,65.6,3.698
8/10/2012,67.01,3.772
8/17/2012,65.54,3.84
8/24/2012,62.08,3.874
8/31/2012,63.69,3.884
9/7/2012,61.58,3.921
9/14/2012,57.69,3.988
9/21/2012,52.68,4.056
9/28/2012,50.66,4.018
10/5/2012,54.07,4.027
10/12/2012,45.19,4.029
10/19/2012,43.51,4
10/26/2012,46.95,3.917
11/2/2012,48.67,3.817
11/9/2012,32.72,3.792
11/16/2012,38.23,3.754
11/23/2012,33.94,3.727
11/30/2012,24.71,3.713
12/7/2012,32.26,3.679
12/14/2012,30.62,3.639
12/21/2012,29.43,3.574
12/28/2012,23.73,3.56
1/4/2013,11.17,3.577
1/11/2013,22.01,3.595
1/18/2013,25.76,3.593
1/25/2013,6.27,3.579
2/1/2013,21.46,3.608
2/8/2013,12.14,3.755
2/15/2013,19.68,3.807
2/22/2013,18.57,3.866
3/1/2013,26.49,3.885
3/8/2013,26.62,3.868
3/15/2013,30.19,3.843
3/22/2013,18.19,3.819
3/29/2013,28.3,3.796
4/5/2013,29.42,3.772
4/12/2013,33.95,3.723
4/19/2013,40.55,3.678
4/26/2013,40.05,3.626
5/3/2013,47.3,3.601
5/10/2013,51.75,3.603
5/17/2013,47.44,3.63
5/24/2013,51.98,3.654
5/31/2013,50.9,3.668
6/7/2013,57.88,3.66
6/14/2013,54.46,3.667
6/21/2013,56.02,3.673
6/28/2013,62.53,3.673
7/5/2013,65.29,3.643
7/12/2013,65.98,3.645
7/19/2013,70.09,3.803
7/26/2013,63.07,3.879
2/5/2010,27.19,2.954
2/12/2010,29.81,2.94
2/19/2010,32.44,2.909
2/26/2010,36,2.91
3/5/2010,38.07,2.919
3/12/2010,45.98,2.938
3/19/2010,49.04,2.96
3/26/2010,52.34,2.963
4/2/2010,46.9,2.957
4/9/2010,62.62,2.992
4/16/2010,54.95,3.01
4/23/2010,53.91,3.021
4/30/2010,53.55,3.042
5/7/2010,69.02,3.095
5/14/2010,53.82,3.112
5/21/2010,63.31,3.096
5/28/2010,67.88,3.046
6/4/2010,74.29,3.006
6/11/2010,68.9,2.972
6/18/2010,70,2.942
6/25/2010,78.02,2.958
7/2/2010,76.25,2.958
7/9/2010,82.69,2.94
7/16/2010,78.26,2.933
7/23/2010,81.56,2.924
7/30/2010,79.78,2.932
8/6/2010,77.45,2.942
8/13/2010,77.36,2.923
8/20/2010,75.16,2.913
8/27/2010,70.31,2.885
9/3/2010,78.52,2.86
9/10/2010,70.38,2.837
9/17/2010,64.5,2.846
9/24/2010,67.08,2.837
10/1/2010,70.19,2.84
10/8/2010,57.78,2.903
10/15/2010,58.38,2.999
10/22/2010,52.82,3.049
10/29/2010,61.02,3.055
11/5/2010,45.91,3.049
11/12/2010,45.9,3.065
11/19/2010,50.81,3.138
11/26/2010,46.67,3.186
12/3/2010,41.81,3.2
12/10/2010,30.83,3.255
12/17/2010,31.62,3.301
12/24/2010,31.34,3.309
12/31/2010,29.59,3.336
1/7/2011,34.42,3.351
1/14/2011,25.7,3.367
1/21/2011,30.13,3.391
1/28/2011,23.64,3.402
2/4/2011,28.7,3.4
2/11/2011,30.45,3.416
2/18/2011,39.32,3.42
2/25/2011,33.05,3.452
3/4/2011,36.99,3.605
3/11/2011,43.64,3.752
3/18/2011,46.65,3.796
3/25/2011,40.11,3.789
4/1/2011,37.27,3.811
4/8/2011,46.87,3.895
4/15/2011,52.24,3.981
4/22/2011,50.02,4.061
4/29/2011,61.71,4.117
5/6/2011,56.48,4.192
5/13/2011,60.07,4.211
5/20/2011,60.22,4.202
5/27/2011,66.43,4.134
6/3/2011,74.17,4.069
6/10/2011,73.26,4.025
6/17/2011,67.03,3.989
6/24/2011,72.02,3.964
7/1/2011,73.76,3.916
7/8/2011,76.87,3.886
7/15/2011,77.83,3.915
7/22/2011,82.28,3.972
7/29/2011,79.41,4.004
8/5/2011,78.14,4.02
8/12/2011,76.67,3.995
8/19/2011,72.97,3.942
8/26/2011,72.88,3.906
9/2/2011,71.44,3.879
9/9/2011,70.93,3.93
9/16/2011,69.65,3.937
9/23/2011,63.61,3.899
9/30/2011,70.92,3.858
10/7/2011,56.91,3.775
10/14/2011,64.78,3.744
10/21/2011,59.62,3.757
10/28/2011,51.81,3.757
11/4/2011,44.46,3.738
11/11/2011,49.69,3.719
11/18/2011,51.42,3.717
11/25/2011,47.88,3.689
12/2/2011,50.55,3.666
12/9/2011,46.28,3.627
12/16/2011,40.68,3.611
12/23/2011,41.59,3.587
12/30/2011,37.85,3.566
1/6/2012,35.8,3.585
1/13/2012,41.3,3.666
1/20/2012,30.35,3.705
1/27/2012,36.96,3.737
2/3/2012,42.52,3.796
2/10/2012,37.86,3.826
2/17/2012,37.24,3.874
2/24/2012,41.74,3.917
3/2/2012,40.07,3.983
3/9/2012,44.32,4.021
3/16/2012,49.6,4.021
3/23/2012,57.3,4.054
3/30/2012,49.4,4.098
4/6/2012,48.73,4.143
4/13/2012,52.22,4.187
4/20/2012,62.62,4.17
4/27/2012,52.33,4.163
5/4/2012,53.68,4.124
5/11/2012,58.97,4.055
5/18/2012,65.15,4.029
5/25/2012,64.77,3.979
6/1/2012,73.4,3.915
6/8/2012,64.05,3.871
6/15/2012,69.52,3.786
6/22/2012,73.23,3.722
6/29/2012,73.94,3.667
7/6/2012,82.08,3.646
7/13/2012,78.95,3.689
7/20/2012,78.64,3.732
7/27/2012,76.01,3.82
8/3/2012,75.22,3.819
8/10/2012,78.44,3.863
8/17/2012,76.51,3.963
8/24/2012,72.93,3.997
8/31/2012,75,4.026
9/7/2012,76,4.076
9/14/2012,68.72,4.088
9/21/2012,66.1,4.203
9/28/2012,64.92,4.158
10/5/2012,64.5,4.151
10/12/2012,55.4,4.186
10/19/2012,56.53,4.153
10/26/2012,58.99,4.071
11/2/2012,54.44,3.97
11/9/2012,41.06,3.947
11/16/2012,46.66,3.942
11/23/2012,43.63,3.978
11/30/2012,38.95,3.966
12/7/2012,44.13,3.92
12/14/2012,43.87,3.869
12/21/2012,43.65,3.816
12/28/2012,36.05,3.785
1/4/2013,32.23,3.794
1/11/2013,39.49,3.802
1/18/2013,40.57,3.798
1/25/2013,26.45,3.78
2/1/2013,34.17,3.806
2/8/2013,28.67,3.945
2/15/2013,35.13,4.006
2/22/2013,31.52,4.045
3/1/2013,39.9,4.079
3/8/2013,36.11,4.045
3/15/2013,41.95,4.029
3/22/2013,35.43,3.999
3/29/2013,41.53,3.983
4/5/2013,43.78,3.954
4/12/2013,53.28,3.914
4/19/2013,53.65,3.876
4/26/2013,50.88,3.806
5/3/2013,55.83,3.775
5/10/2013,57.38,3.762
5/17/2013,60.06,3.79
5/24/2013,65.19,3.793
5/31/2013,64.65,3.808
6/7/2013,69.53,3.792
6/14/2013,67.64,3.795
6/21/2013,70.76,3.793
6/28/2013,77.34,3.8
7/5/2013,77.41,3.778
7/12/2013,80.74,3.791
7/19/2013,83.36,3.913
7/26/2013,77.01,3.951
2/5/2010,49.47,2.962
2/12/2010,47.87,2.946
2/19/2010,54.83,2.915
2/26/2010,50.23,2.825
3/5/2010,53.77,2.987
3/12/2010,50.11,2.925
3/19/2010,59.57,3.054
3/26/2010,60.06,3.083
4/2/2010,59.84,3.086
4/9/2010,59.25,3.09
4/16/2010,64.95,3.109
4/23/2010,64.55,3.05
4/30/2010,67.38,3.105
5/7/2010,70.15,3.127
5/14/2010,68.44,3.145
5/21/2010,76.2,3.12
5/28/2010,67.84,3.058
6/4/2010,81.39,2.941
6/11/2010,90.84,2.949
6/18/2010,81.06,3.043
6/25/2010,87.27,3.084
7/2/2010,91.98,3.105
7/9/2010,90.37,3.1
7/16/2010,97.18,3.094
7/23/2010,99.22,3.112
7/30/2010,96.31,3.017
8/6/2010,92.95,3.123
8/13/2010,87.01,3.159
8/20/2010,92.81,3.041
8/27/2010,93.19,3.129
9/3/2010,83.12,3.087
9/10/2010,83.63,3.044
9/17/2010,82.45,3.028
9/24/2010,81.77,2.939
10/1/2010,85.2,3.001
10/8/2010,71.82,3.013
10/15/2010,75,2.976
10/22/2010,68.85,3.014
10/29/2010,61.09,3.016
11/5/2010,65.49,3.129
11/12/2010,57.79,3.13
11/19/2010,58.18,3.161
11/26/2010,47.66,3.162
12/3/2010,43.33,3.041
12/10/2010,50.01,3.203
12/17/2010,52.77,3.236
12/24/2010,52.02,3.236
12/31/2010,45.64,3.148
1/7/2011,37.64,3.287
1/14/2011,43.15,3.312
1/21/2011,53.53,3.223
1/28/2011,50.74,3.342
2/4/2011,45.14,3.348
2/11/2011,51.3,3.381
2/18/2011,53.35,3.43
2/25/2011,48.45,3.53
3/4/2011,51.72,3.674
3/11/2011,57.75,3.818
3/18/2011,64.21,3.692
3/25/2011,54.4,3.909
4/1/2011,63.63,3.772
4/8/2011,64.47,4.003
4/15/2011,57.63,3.868
4/22/2011,72.12,4.134
4/29/2011,68.27,4.151
5/6/2011,68.4,4.193
5/13/2011,70.93,4.202
5/20/2011,66.59,4.169
5/27/2011,76.67,4.087
6/3/2011,71.81,4.031
6/10/2011,78.72,3.981
6/17/2011,86.84,3.935
6/24/2011,88.95,3.898
7/1/2011,89.85,3.842
7/8/2011,89.9,3.705
7/15/2011,88.1,3.692
7/22/2011,91.17,3.794
7/29/2011,93.29,3.805
8/5/2011,90.61,3.803
8/12/2011,91.04,3.701
8/19/2011,91.74,3.743
8/26/2011,94.61,3.74
9/2/2011,93.66,3.798
9/9/2011,88,3.913
9/16/2011,76.36,3.918
9/23/2011,82.95,3.789
9/30/2011,83.26,3.877
10/7/2011,70.44,3.827
10/14/2011,67.31,3.805
10/21/2011,73.05,3.842
10/28/2011,67.41,3.727
11/4/2011,59.77,3.828
11/11/2011,48.76,3.824
11/18/2011,54.2,3.813
11/25/2011,53.25,3.622
12/2/2011,52.5,3.701
12/9/2011,42.17,3.644
12/16/2011,43.29,3.6
12/23/2011,45.4,3.541
12/30/2011,44.64,3.428
1/6/2012,50.43,3.599
1/13/2012,48.07,3.657
1/20/2012,46.2,3.66
1/27/2012,50.43,3.675
2/3/2012,50.58,3.702
2/10/2012,52.27,3.722
2/17/2012,51.8,3.781
2/24/2012,53.13,3.95
3/2/2012,52.27,4.178
3/9/2012,54.54,4.25
3/16/2012,64.44,4.273
3/23/2012,56.26,4.038
3/30/2012,64.36,4.294
4/6/2012,64.05,4.121
4/13/2012,64.28,4.254
4/20/2012,66.73,4.222
4/27/2012,77.99,4.193
5/4/2012,76.03,4.171
5/11/2012,77.27,4.186
5/18/2012,84.51,4.11
5/25/2012,83.84,4.293
6/1/2012,78.11,4.277
6/8/2012,84.83,4.103
6/15/2012,85.94,4.144
6/22/2012,91.61,4.014
6/29/2012,90.47,3.875
7/6/2012,89.13,3.765
7/13/2012,95.61,3.723
7/20/2012,85.53,3.726
7/27/2012,93.47,3.769
8/3/2012,88.16,3.76
8/10/2012,95.91,3.811
8/17/2012,94.87,4.002
8/24/2012,85.32,4.055
8/31/2012,89.78,4.093
9/7/2012,88.52,4.124
9/14/2012,83.64,4.133
9/21/2012,82.97,4.125
9/28/2012,81.22,3.966
10/5/2012,81.61,3.966
10/12/2012,71.74,4.468
10/19/2012,68.66,4.449
10/26/2012,65.95,4.301
